CATEGORY,YEAR,GROUP,RANK,CAUSE,TOTAL_DEATHS
BY_ETHNICITY,2019,CACATAIBO (UNI),1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,CANDOSHI - MURATO,1,ASFIXIA DEL NACIMIENTO SEVERO,1
BY_ETHNICITY,2019,CAPANAHUA (JUNIKUIN),1,FALLA MULTIORGANICA,1
BY_ETHNICITY,2019,CHAMICURO (CHAMEKOLO),1,INSUFICIENCIA  HEPÁTICA,1
BY_ETHNICITY,2019,CHANCAS,1,INSUFICIENCIA RESPIRATORIA AGUDA,8
BY_ETHNICITY,2019,CHANCAS,2,EDEMA CEREBRAL,4
BY_ETHNICITY,2019,CHANCAS,3,FALLA MULTIORGANICA,3
BY_ETHNICITY,2019,CHANCAS,4,ACCIDENTE CEREBRO VASCULAR,2
BY_ETHNICITY,2019,CHANCAS,5,MUERTE CARDIACA SUBITA ASI DESCRITA,2
BY_ETHNICITY,2019,CHOPCCAS,1,CHOQUE SEPTICO,3
BY_ETHNICITY,2019,CHOPCCAS,2,COSTIPACION CRONICA,2
BY_ETHNICITY,2019,CHOPCCAS,3,FALLA MULTIORGANICA,2
BY_ETHNICITY,2019,CHOPCCAS,4,FALLA ORGANICA MULTIPLE,2
BY_ETHNICITY,2019,CHOPCCAS,5,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION,2
BY_ETHNICITY,2019,COCAMA - COCAMILLA,1,CHOQUE TRAUMÁTICO,1
BY_ETHNICITY,2019,COCAMA - COCAMILLA,2,FALLA MULTIORGÁNICA,1
BY_ETHNICITY,2019,COCAMA - COCAMILLA,3,FALLA ORGÁNICA MÚLTIPLE,1
BY_ETHNICITY,2019,COCAMA - COCAMILLA,4,PARO RESPIRATORIO,1
BY_ETHNICITY,2019,COCAMA - COCAMILLA,5,SHOCK MULTIFACTORIAL,1
BY_ETHNICITY,2019,"ESE`EJA (""HUARAYO"")",1,CHOQUE SÉPTICO,1
BY_ETHNICITY,2019,"ESE`EJA (""HUARAYO"")",2,FALLA MULTIORGANICA,1
BY_ETHNICITY,2019,"ESE`EJA (""HUARAYO"")",3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,HARAKMBUT,1,EDEMA CEREBRAL,1
BY_ETHNICITY,2019,HARAKMBUT,2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,HUACHIPAIRE,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,IQUITO,1,HIPERTENSION ENDOCRANEANA,1
BY_ETHNICITY,2019,LAMISTO,1,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2019,LAMISTO,2,CHOQUE HIPOVOLEMICO,2
BY_ETHNICITY,2019,LAMISTO,3,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2019,LAMISTO,4,SEPSIS,2
BY_ETHNICITY,2019,LAMISTO,5,BRONCO NEOMONIA,1
BY_ETHNICITY,2019,MACHIGUENGA (MATSIGENKA),1,"SEPSIS, NO ESPECIFICADA",5
BY_ETHNICITY,2019,MACHIGUENGA (MATSIGENKA),2,SHOCK SÉPTICO,3
BY_ETHNICITY,2019,MACHIGUENGA (MATSIGENKA),3,CHOQUE SEPTICO,2
BY_ETHNICITY,2019,MACHIGUENGA (MATSIGENKA),4,FALLA MULTIORGANICA,2
BY_ETHNICITY,2019,MACHIGUENGA (MATSIGENKA),5,	ASFIXIA,1
BY_ETHNICITY,2019,MASTANAHUA,1,FALLA MULTIORGANICA ,1
BY_ETHNICITY,2019,MASTANAHUA,2,MUERTE INSTANTÁNEA,1
BY_ETHNICITY,2019,MASTANAHUA,3,PARO CARDIORESPIRATORIO,1
BY_ETHNICITY,2019,MAYORUNA (MATS?),1,INFARTO AGUDO MIOCARDIO,1
BY_ETHNICITY,2019,MAYORUNA (MATS?),2,SEPTICEMIA,1
BY_ETHNICITY,2019,MESTIZO,1,INSUFICIENCIA RESPIRATORIA,15061
BY_ETHNICITY,2019,MESTIZO,2,INSUFICIENCIA RESPIRATORIA AGUDA,11676
BY_ETHNICITY,2019,MESTIZO,3,FALLA MULTIORGANICA,4387
BY_ETHNICITY,2019,MESTIZO,4,SHOCK SEPTICO,2792
BY_ETHNICITY,2019,MESTIZO,5,SEPSIS,2696
BY_ETHNICITY,2019,MURUNAHUA,1,GASTRITIS CRÓNICA,1
BY_ETHNICITY,2019,MURUNAHUA,2,PARO CARDIACO RESPIRATORIO,1
BY_ETHNICITY,2019,MURUNAHUA,3,SEPSIS NO ESPECIFICADA,1
BY_ETHNICITY,2019,MURUNAHUA,4,"SEPSIS, NO ESPECIFICADA",1
BY_ETHNICITY,2019,NANTI,1,EFECTOS DEL RAYO,1
BY_ETHNICITY,2019,NANTI,2,ENCLAVAMIENTO DE AMIGDALAS CEREBALOSAS,1
BY_ETHNICITY,2019,NANTI,3,"INSUFICIENCIA CARDÍACA, NO ESPECIFICADA",1
BY_ETHNICITY,2019,NANTI,4,"MENINGITIS, NO ESPECIFICADA	
",1
BY_ETHNICITY,2019,NOMATSIGUENGA,1,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,2
BY_ETHNICITY,2019,NOMATSIGUENGA,2,ASMA NO ESPECIFICADO,1
BY_ETHNICITY,2019,NOMATSIGUENGA,3,BRONQUIOLITIS AGUDA,1
BY_ETHNICITY,2019,NOMATSIGUENGA,4,"CUERPO EXTRAÑO EN LAS VÍAS RESPIRATORIAS, PARTE NO ESPECIFICADA",1
BY_ETHNICITY,2019,NOMATSIGUENGA,5,HEMORRAGIA INTRAENCEFALICA NO ESPECIFICADA,1
BY_ETHNICITY,2019,OTROS GRUPOS INDIGENAS AMAZONICOS,1,INSUFICIENCIA RESPIRATORIA,13
BY_ETHNICITY,2019,OTROS GRUPOS INDIGENAS AMAZONICOS,2,INSUFICIENCIA RESPIRATORIA AGUDA,11
BY_ETHNICITY,2019,OTROS GRUPOS INDIGENAS AMAZONICOS,3,FALLA MULTIORGANICA,6
BY_ETHNICITY,2019,OTROS GRUPOS INDIGENAS AMAZONICOS,4,CHOQUE CARDIOGENICO,3
BY_ETHNICITY,2019,OTROS GRUPOS INDIGENAS AMAZONICOS,5,INFARTO DE MIOCARDIO,3
BY_ETHNICITY,2019,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),1,INSUFICIENCIA RESPIRATORIA AGUDA,21
BY_ETHNICITY,2019,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),2,INSUFICIENCIA RESPIRATORIA,17
BY_ETHNICITY,2019,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),3,PARO RESPIRATORIO,7
BY_ETHNICITY,2019,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),4,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,6
BY_ETHNICITY,2019,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),5,TRASTORNO METABOLICO NO ESPECIFICADO,6
BY_ETHNICITY,2019,PANO,1,SHOCK SEPTICO,1
BY_ETHNICITY,2019,PEBA-YAGUA,1,CANCER GASTRICO,1
BY_ETHNICITY,2019,PEBA-YAGUA,2,EDEMA GENERALIZADO,1
BY_ETHNICITY,2019,PEBA-YAGUA,3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,PEBA-YAGUA,4,SEPSIS GENERALIZADA,1
BY_ETHNICITY,2019,Q'EROS,1,EDEMA AGUDO PULMONAR,1
BY_ETHNICITY,2019,Q'EROS,2,ELECTRO FULGURACION DE RAYO,1
BY_ETHNICITY,2019,Q'EROS,3,PARO RESPIRATORIO,1
BY_ETHNICITY,2019,Q'EROS,4,SEPSIS,1
BY_ETHNICITY,2019,QUECHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,603
BY_ETHNICITY,2019,QUECHUA,2,INSUFICIENCIA RESPIRATORIA,486
BY_ETHNICITY,2019,QUECHUA,3,FALLA MULTIORGANICA,148
BY_ETHNICITY,2019,QUECHUA,4,PARO RESPIRATORIO,142
BY_ETHNICITY,2019,QUECHUA,5,SEPSIS,99
BY_ETHNICITY,2019,"QUICHUA - QUICHUA RUNA, KICHWA (I)",1,INSUFICIENCIA RESPIRATORIA AGUDA,11
BY_ETHNICITY,2019,"QUICHUA - QUICHUA RUNA, KICHWA (I)",2,INSUFICIENCIA RESPIRATORIA,10
BY_ETHNICITY,2019,"QUICHUA - QUICHUA RUNA, KICHWA (I)",3,SHOCK SEPTICO,9
BY_ETHNICITY,2019,"QUICHUA - QUICHUA RUNA, KICHWA (I)",4,PARO CARDIORESPIRATORIO,5
BY_ETHNICITY,2019,"QUICHUA - QUICHUA RUNA, KICHWA (I)",5,FALLA MULTIORGANICA,4
BY_ETHNICITY,2019,SAPITERI,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2019,SECOYA (AIDO PAI),1,SEPSIS Y SHOCK,1
BY_ETHNICITY,2019,SHARANAHUA / MARINAHUA (ONIKOIN),1,CHOQUE SEPTICO,1
BY_ETHNICITY,2019,SHARANAHUA / MARINAHUA (ONIKOIN),2,DESNUTRICIÓN PROTEICOCALORICA SEVERA,1
BY_ETHNICITY,2019,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",1,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2019,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",2,ACIDOSIS RESPIRATORIA,1
BY_ETHNICITY,2019,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",3,CIRROSIS HEPATICA,1
BY_ETHNICITY,2019,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",4,ENCEFALOPATIA HEPATICA,1
BY_ETHNICITY,2019,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",5,FALLA ORGANICA MULTIPLE,1
BY_ETHNICITY,2019,SHIPIBO - CONIBO - SHETEBO,1,SEPSIS,5
BY_ETHNICITY,2019,SHIPIBO - CONIBO - SHETEBO,2,SEPTICEMIA,3
BY_ETHNICITY,2019,SHIPIBO - CONIBO - SHETEBO,3,CHOQUE SEPTICO,2
BY_ETHNICITY,2019,SHIPIBO - CONIBO - SHETEBO,4,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2019,SHIPIBO - CONIBO - SHETEBO,5,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2019,SIN CLASIFICACIÓN,1,INSUFICIENCIA RESPIRATORIA,821
BY_ETHNICITY,2019,SIN CLASIFICACIÓN,2,INSUFICIENCIA RESPIRATORIA AGUDA,440
BY_ETHNICITY,2019,SIN CLASIFICACIÓN,3,FALLA MULTIORGANICA,330
BY_ETHNICITY,2019,SIN CLASIFICACIÓN,4,"INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA",114
BY_ETHNICITY,2019,SIN CLASIFICACIÓN,5,NEUMONIA,108
BY_ETHNICITY,2019,TICUNA (DU?X?GU),1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,TUCANO,1,SHOCK SEPTICO,1
BY_ETHNICITY,2019,WAMPIS (HUAMBISA),1,RUPTURA DE ANEURISMA DE AORTA ASCENDENTE,1
BY_ETHNICITY,2019,WAMPIS (HUAMBISA),2,SEPSIS,1
BY_ETHNICITY,2019,WAMPIS (HUAMBISA),3,TUBERCULOSIS INTESTINAL,1
BY_ETHNICITY,2019,WANCAS,1,ENCLAVAMIENTO DE AMIGDALAS CEREBELOSAS,1
BY_ETHNICITY,2019,WANCAS,2,ENFERMEDAD ISQUEMIA AGUDA DEL CORAZÓN,1
BY_ETHNICITY,2019,WANCAS,3,FALLA HEPÁTICA AGUDA SOBRE CRÓNICA GRADO III,1
BY_ETHNICITY,2019,WANCAS,4,INSUFICIENCIA CIRCULATORIA REFRACTARIA,1
BY_ETHNICITY,2019,WANCAS,5,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,"YAGUA (YAWA, NIHAMWO)",1,PARO CARDIACO,1
BY_ETHNICITY,2019,"YANESHA (""AMUESHA"")",1,SHOCK HIPOVOLÉMICO.,2
BY_ETHNICITY,2019,"YANESHA (""AMUESHA"")",2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,"YANESHA (""AMUESHA"")",3,SEPSIS DEBIDA A OTROS ORGANISMOS GRAM NEGATIVOS,1
BY_ETHNICITY,2019,"YANESHA (""AMUESHA"")",4,SHOCK SEPTICO,1
BY_ETHNICITY,2019,"YINE - YAMI (""PIRO"")",1,SEPTICEMIA NO ESPECIFICADA,2
BY_ETHNICITY,2019,"YINE - YAMI (""PIRO"")",2,CHOQUE CARDIOGENICO,1
BY_ETHNICITY,2019,"YINE - YAMI (""PIRO"")",3,DISPLASIA CERVICAL SEVERA NO CLASIFICADA EN OTRA PARTE,1
BY_ETHNICITY,2019,"YINE - YAMI (""PIRO"")",4,HEMORRAGIA DIGESTIVA ALTA,1
BY_ETHNICITY,2019,"YINE - YAMI (""PIRO"")",5,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,1
BY_ETHNICITY,2019,ZAPARO,1,ASFIXIA MECÁNICA POR AHORCAMIENTO,1
BY_ETHNICITY,2019,ZAPARO,2,FALLA MULTIORGANICA,1
BY_ETHNICITY,2019,ZAPARO,3,HEMORRAGIA SUBDURAL Y SUBARACNOIDEA,1
BY_ETHNICITY,2019,ZAPARO,4,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2019,ZAPARO,5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,"ACHUAR , ACHUAL",1,CHOQUE CARDIOGÉNICO,1
BY_ETHNICITY,2020,"ACHUAR , ACHUAL",2,CHOQUE SEPTICO,1
BY_ETHNICITY,2020,"ACHUAR , ACHUAL",3,FALLA MULTIORGANICA,1
BY_ETHNICITY,2020,"ACHUAR , ACHUAL",4,HIPERTENSION ENDOCRANEANA,1
BY_ETHNICITY,2020,"ACHUAR , ACHUAL",5,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",1
BY_ETHNICITY,2020,AFRO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA AGUDA,44
BY_ETHNICITY,2020,AFRO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA,38
BY_ETHNICITY,2020,AFRO DESCENDIENTE,3,INFARTO AGUDO DEL MIOCARDIO,20
BY_ETHNICITY,2020,AFRO DESCENDIENTE,4,FALLA MULTIORGANICA,12
BY_ETHNICITY,2020,AFRO DESCENDIENTE,5,INFARTO AGUDO DE MIOCARDIO,12
BY_ETHNICITY,2020,ARAWAC,1,CANCER DE RECTO,1
BY_ETHNICITY,2020,ARAWAC,2,FALLA MULTIORGANICA,1
BY_ETHNICITY,2020,ARAWAC,3,FALLA ORGANICA MULTIPLE,1
BY_ETHNICITY,2020,ARAWAC,4,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,ARAWAC,5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,ASHANINKA,1,SEPSIS NO ESPECIFICADA,18
BY_ETHNICITY,2020,ASHANINKA,2,INSUFICIENCIA RESPIRATORIA,6
BY_ETHNICITY,2020,ASHANINKA,3,INSUFICIENCIA RESPIRATORIA AGUDA,6
BY_ETHNICITY,2020,ASHANINKA,4,SEPTICEMIA,4
BY_ETHNICITY,2020,ASHANINKA,5,SHOCK SÉPTICO,4
BY_ETHNICITY,2020,ASIATICO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA,57
BY_ETHNICITY,2020,ASIATICO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA AGUDA,36
BY_ETHNICITY,2020,ASIATICO DESCENDIENTE,3,INFARTO AGUDO DE MIOCARDIO,25
BY_ETHNICITY,2020,ASIATICO DESCENDIENTE,4,FALLA MULTIORGANICA,11
BY_ETHNICITY,2020,ASIATICO DESCENDIENTE,5,HIPERTENSION ARTERIAL,8
BY_ETHNICITY,2020,"AWAJUN (AGUARUNA, AENTS)",1,PARO RESPIRATORIO,15
BY_ETHNICITY,2020,"AWAJUN (AGUARUNA, AENTS)",2,INSUFICIENCIA RESPIRATORIA AGUDA,14
BY_ETHNICITY,2020,"AWAJUN (AGUARUNA, AENTS)",3,INSUFICIENCIA RESPIRATORIA,5
BY_ETHNICITY,2020,"AWAJUN (AGUARUNA, AENTS)",4,PARO CARDIACO,5
BY_ETHNICITY,2020,"AWAJUN (AGUARUNA, AENTS)",5,FALLA MULTIORGANICA,4
BY_ETHNICITY,2020,AYMARA,1,INSUFICIENCIA RESPIRATORIA AGUDA,227
BY_ETHNICITY,2020,AYMARA,2,FALLA MULTIORGANICA,146
BY_ETHNICITY,2020,AYMARA,3,INSUFICIENCIA RESPIRATORIA,120
BY_ETHNICITY,2020,AYMARA,4,SEPSIS,70
BY_ETHNICITY,2020,AYMARA,5,CHOQUE HIPOVOLEMICO,58
BY_ETHNICITY,2020,CACATAIBO (UNI),1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2020,CACATAIBO (UNI),2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,CACATAIBO (UNI),3,SEPSIS NO ESPECIFICADA,1
BY_ETHNICITY,2020,CACATAIBO (UNI),4,SEPSIS NO ESPECIFICADO,1
BY_ETHNICITY,2020,CACATAIBO (UNI),5,SEPSIS PP DERMICO Y PULMONAR,1
BY_ETHNICITY,2020,CAHUAPANA,1,INSUFICIENCIA RESPIRATORIA DEL RECIEN NACIDO,1
BY_ETHNICITY,2020,CAHUAPANA,2,INSUFICIENCIA RESPIRATORIA POR EDEMA CEREBRAL.,1
BY_ETHNICITY,2020,CAHUAPANA,3,SHOCK CARDIOGENICO,1
BY_ETHNICITY,2020,CANDOSHI - MURATO,1,INSUFICIENCIA RESPIRATORIA AGUDA,4
BY_ETHNICITY,2020,CHANCAS,1,INFARTO AGUDO DE MIOCARDIO,4
BY_ETHNICITY,2020,CHANCAS,2,INSUFICIENCIA RESPIRATORIA,4
BY_ETHNICITY,2020,CHANCAS,3,EDEMA CEREBRAL,3
BY_ETHNICITY,2020,CHANCAS,4,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2020,CHANCAS,5,PARO CARDIORESPIRATORIO,2
BY_ETHNICITY,2020,CHAPRA,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,CHAPRA,2,SINDROME DE DIFICULTAD RESPIRATORIA,1
BY_ETHNICITY,2020,CHOPCCAS,1,INSUFICIENCIA RESPIRATORIA AGUDA,10
BY_ETHNICITY,2020,CHOPCCAS,2,CHOQUE CARDIOGENICO,5
BY_ETHNICITY,2020,CHOPCCAS,3,FALLA MULTIORGANICA,3
BY_ETHNICITY,2020,CHOPCCAS,4,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2020,CHOPCCAS,5,SHOCK SEPTICO,3
BY_ETHNICITY,2020,COCAMA - COCAMILLA,1,INSUFICIENCIA CARDIACA,1
BY_ETHNICITY,2020,COCAMA - COCAMILLA,2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,COCAMA - COCAMILLA,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,CUJAREÐO (IÐAPARI),1,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2020,"ESE`EJA (""HUARAYO"")",1,COVID - 19 VIRUS IDENIFICADO,1
BY_ETHNICITY,2020,"ESE`EJA (""HUARAYO"")",2,ENFERMEDAD RENAL CRONICA,1
BY_ETHNICITY,2020,"ESE`EJA (""HUARAYO"")",3,FIBROSIS PULMONAR,1
BY_ETHNICITY,2020,"ESE`EJA (""HUARAYO"")",4,INFARTO AGUDO DE MIOCARDIO,1
BY_ETHNICITY,2020,"ESE`EJA (""HUARAYO"")",5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,HARAKMBUT,1,EDEMA CEREBRAL,1
BY_ETHNICITY,2020,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",1,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2020,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",2,AGRESION CON DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS LUGAR NO ESPECIFICADO,1
BY_ETHNICITY,2020,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",3,COVID 19 VIRUS IDENTIFICADO,1
BY_ETHNICITY,2020,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",4,FALLA MULTIORGANICA,1
BY_ETHNICITY,2020,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",5,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,IQUITO,1,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2020,IQUITO,2,FALLA MULTIORGANICA,2
BY_ETHNICITY,2020,IQUITO,3,SEPTICEMIA,2
BY_ETHNICITY,2020,IQUITO,4,CANCER DE ESTOMAGO,1
BY_ETHNICITY,2020,IQUITO,5,COVID 19,1
BY_ETHNICITY,2020,JÍBARO,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,LAMISTO,1,PARO RESPIRATORIO,3
BY_ETHNICITY,2020,LAMISTO,2,ACCIDENTE CEREBRO VASCULAR,2
BY_ETHNICITY,2020,LAMISTO,3,EDEMA CEREBRAL,2
BY_ETHNICITY,2020,LAMISTO,4,HIPERTENSION ARTERIAL,2
BY_ETHNICITY,2020,LAMISTO,5,SEPSIS,2
BY_ETHNICITY,2020,MACHIGUENGA (MATSIGENKA),1,FALLA ORGANICA MULTIPLE,3
BY_ETHNICITY,2020,MACHIGUENGA (MATSIGENKA),2,CHOQUE HIPOVOLÉMICO,2
BY_ETHNICITY,2020,MACHIGUENGA (MATSIGENKA),3,ENCEFALOPATIA SEVERA AGUDA,2
BY_ETHNICITY,2020,MACHIGUENGA (MATSIGENKA),4,OTRAS CAUSAS MAL DEFINIDAS,2
BY_ETHNICITY,2020,MACHIGUENGA (MATSIGENKA),5,	INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,MASTANAHUA,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,MASTANAHUA,2,SHOCK CARDIOGENICO,1
BY_ETHNICITY,2020,MAYORUNA (MATS?),1,ACCIDENTE CEREBROVASCULAR,1
BY_ETHNICITY,2020,MAYORUNA (MATS?),2,ENFERMEDAD CARDIOVASCULAR,1
BY_ETHNICITY,2020,MAYORUNA (MATS?),3,HIPERTENSION INTRACRANEAL CON COMPRESION DEL ENCEFALO,1
BY_ETHNICITY,2020,MESTIZO,1,INSUFICIENCIA RESPIRATORIA AGUDA,40075
BY_ETHNICITY,2020,MESTIZO,2,INSUFICIENCIA RESPIRATORIA,30942
BY_ETHNICITY,2020,MESTIZO,3,FALLA MULTIORGANICA,8749
BY_ETHNICITY,2020,MESTIZO,4,INFARTO AGUDO DE MIOCARDIO,5300
BY_ETHNICITY,2020,MESTIZO,5,INFARTO AGUDO DEL MIOCARDIO,4022
BY_ETHNICITY,2020,MURUNAHUA,1,"	INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",1
BY_ETHNICITY,2020,MURUNAHUA,2,FALLA MULTIORGANICA,1
BY_ETHNICITY,2020,NANTI,1,FALLA ORGANICA MULTIPLE,2
BY_ETHNICITY,2020,NANTI,2,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2020,NANTI,3,FALLA MULTIORGANICA,1
BY_ETHNICITY,2020,NANTI,4,INFARTO AGUDO DE MIOCARDIO,1
BY_ETHNICITY,2020,NANTI,5,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",1
BY_ETHNICITY,2020,NOMATSIGUENGA,1,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2020,NOMATSIGUENGA,2,DESNUTRICION PROTEICOCALORICA SEVERA,1
BY_ETHNICITY,2020,NOMATSIGUENGA,3,DESNUTRICIÓN CRÓNICA PROTEICOCALORICA SEVERA NO ESPECIFICADA,1
BY_ETHNICITY,2020,NOMATSIGUENGA,4,EDEMA CEREBRAL,1
BY_ETHNICITY,2020,NOMATSIGUENGA,5,INFECCION DE LAS VIAS URINARIAS,1
BY_ETHNICITY,2020,OCAINA (IVO`TSA),1,COVID 19 VIRUS IDENTIFICADO,1
BY_ETHNICITY,2020,"OREJON (MAI HUNA, MAIJUNA)",1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2020,"OREJON (MAI HUNA, MAIJUNA)",2,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,OTROS GRUPOS INDIGENAS AMAZONICOS,1,INSUFICIENCIA RESPIRATORIA AGUDA,51
BY_ETHNICITY,2020,OTROS GRUPOS INDIGENAS AMAZONICOS,2,INSUFICIENCIA RESPIRATORIA,29
BY_ETHNICITY,2020,OTROS GRUPOS INDIGENAS AMAZONICOS,3,FALLA MULTIORGANICA,16
BY_ETHNICITY,2020,OTROS GRUPOS INDIGENAS AMAZONICOS,4,INFARTO AGUDO DE MIOCARDIO,7
BY_ETHNICITY,2020,OTROS GRUPOS INDIGENAS AMAZONICOS,5,SEPSIS,6
BY_ETHNICITY,2020,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),1,INSUFICIENCIA RESPIRATORIA,24
BY_ETHNICITY,2020,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),2,INSUFICIENCIA RESPIRATORIA AGUDA,14
BY_ETHNICITY,2020,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),3,FALLA MULTIORGANICA,12
BY_ETHNICITY,2020,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),4,INFARTO AGUDO DE MIOCARDIO,6
BY_ETHNICITY,2020,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),5,SEPSIS,6
BY_ETHNICITY,2020,PEBA-YAGUA,1,FALLA ORGANICA MULTIPLE,1
BY_ETHNICITY,2020,PEBA-YAGUA,2,INSUFICIENCIA CARDIACA CONGESTIVA,1
BY_ETHNICITY,2020,PEBA-YAGUA,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,"PISABO (MAYO, KANIBO)",1,OBSTRUCCIÓN INTESTINAL DE LAS NO ESPECIFICADAS,1
BY_ETHNICITY,2020,PUKIRIERI,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2020,PUKIRIERI,2,PARO RESPIRATORIO,1
BY_ETHNICITY,2020,Q'EROS,1,ANENCEFALIA,1
BY_ETHNICITY,2020,Q'EROS,2,CANCER DE COLON,1
BY_ETHNICITY,2020,Q'EROS,3,COVID,1
BY_ETHNICITY,2020,Q'EROS,4,INFARTO AGUDO DEL MIOCARDIO,1
BY_ETHNICITY,2020,Q'EROS,5,INSUFICIENCIA RESPIRATORIA POR COVID19,1
BY_ETHNICITY,2020,QUECHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,755
BY_ETHNICITY,2020,QUECHUA,2,INSUFICIENCIA RESPIRATORIA,646
BY_ETHNICITY,2020,QUECHUA,3,FALLA MULTIORGANICA,260
BY_ETHNICITY,2020,QUECHUA,4,PARO RESPIRATORIO,174
BY_ETHNICITY,2020,QUECHUA,5,SEPSIS,152
BY_ETHNICITY,2020,"QUICHUA - QUICHUA RUNA, KICHWA (I)",1,INSUFICIENCIA RESPIRATORIA AGUDA,17
