CATEGORY,YEAR,GROUP,RANK,CAUSE,TOTAL_DEATHS
BY_ETHNICITY,2021,"YORA (""NAHUA"", ""PARQUENAHUA"")",2,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2021,"YORA (""NAHUA"", ""PARQUENAHUA"")",3,CHOQUE CARDIOGENICO,1
BY_ETHNICITY,2021,"YORA (""NAHUA"", ""PARQUENAHUA"")",4,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2021,"YORA (""NAHUA"", ""PARQUENAHUA"")",5,COVID -19,1
BY_ETHNICITY,2021,ZAPARO,1,INFARTO AGUDO DEL MIOCARDIO,2
BY_ETHNICITY,2021,ZAPARO,2,EDEMA CEREBRAL Y PULMONAR,1
BY_ETHNICITY,2021,ZAPARO,3,HIPERTENSION ARTERIAL,1
BY_ETHNICITY,2021,ZAPARO,4,INSUFICIENCIA RENAL CRONICA,1
BY_ETHNICITY,2021,ZAPARO,5,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2022,"ACHUAR , ACHUAL",1,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2022,"ACHUAR , ACHUAL",2,SHOCK MULTIFACTORIAL,2
BY_ETHNICITY,2022,"ACHUAR , ACHUAL",3,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2022,"ACHUAR , ACHUAL",4,FALLA ORGANICA MULTIPLE,1
BY_ETHNICITY,2022,"ACHUAR , ACHUAL",5,HIPERTENSION ENDOCRANEANA,1
BY_ETHNICITY,2022,AFRO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA AGUDA,36
BY_ETHNICITY,2022,AFRO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA,21
BY_ETHNICITY,2022,AFRO DESCENDIENTE,3,INFARTO AGUDO DE MIOCARDIO,15
BY_ETHNICITY,2022,AFRO DESCENDIENTE,4,HIPERTENSION  ARTERIAL,7
BY_ETHNICITY,2022,AFRO DESCENDIENTE,5,INFARTO AGUDO DEL MIOCARDIO,7
BY_ETHNICITY,2022,AMAHUACA,1,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2022,AMAHUACA,2,OTRAS SEPTICEMIAS ESPECIFICADAS,1
BY_ETHNICITY,2022,AMAHUACA,3,SEPSIS NO ESPECIFICADA,1
BY_ETHNICITY,2022,ARAWAC,1,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,2
BY_ETHNICITY,2022,ARAWAC,2,COVID 19 VIRUS IDENTIFICADO,2
BY_ETHNICITY,2022,ARAWAC,3,DROGAS ANTIVARICOSAS INCLUSIVE AGENTES ESCLEROSANTES,2
BY_ETHNICITY,2022,ARAWAC,4,NEUMONIA,2
BY_ETHNICITY,2022,ARAWAC,5,ACCIDENTE,1
BY_ETHNICITY,2022,ASHANINKA,1,SEPSIS NO ESPECIFICADA,34
BY_ETHNICITY,2022,ASHANINKA,2,INSUFICIENCIA RESPIRATORIA AGUDA,19
BY_ETHNICITY,2022,ASHANINKA,3,INSUFICIENCIA RESPIRATORIA,9
BY_ETHNICITY,2022,ASHANINKA,4,NEUMONIA NO ESPECIFICADA,4
BY_ETHNICITY,2022,ASHANINKA,5,SEPSIS,4
BY_ETHNICITY,2022,ASHENINKA,1,CHOQUE SEPTICO,1
BY_ETHNICITY,2022,ASHENINKA,2,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,1
BY_ETHNICITY,2022,ASHENINKA,3,PERITONITIS NO ESPECIFICADA,1
BY_ETHNICITY,2022,ASHENINKA,4,TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA CONFIRMADA BACTERIOLOGICAMENTE E HISTOLOGICAMENTE,1
BY_ETHNICITY,2022,ASHENINKA,5,TUMORACION MALIGNA ULCERADA EN REGION PELVICA,1
BY_ETHNICITY,2022,ASIATICO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA AGUDA,40
BY_ETHNICITY,2022,ASIATICO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA,35
BY_ETHNICITY,2022,ASIATICO DESCENDIENTE,3,INFARTO AGUDO DE MIOCARDIO,17
BY_ETHNICITY,2022,ASIATICO DESCENDIENTE,4,FALLA MULTIORGANICA,10
BY_ETHNICITY,2022,ASIATICO DESCENDIENTE,5,SHOCK SEPTICO,8
BY_ETHNICITY,2022,"AWAJUN (AGUARUNA, AENTS)",1,INSUFICIENCIA RESPIRATORIA AGUDA,13
BY_ETHNICITY,2022,"AWAJUN (AGUARUNA, AENTS)",2,INSUFICIENCIA RESPIRATORIA,10
BY_ETHNICITY,2022,"AWAJUN (AGUARUNA, AENTS)",3,SEPSIS NO ESPECIFICADA,5
BY_ETHNICITY,2022,"AWAJUN (AGUARUNA, AENTS)",4,SHOCK HIPOVOLEMICO,4
BY_ETHNICITY,2022,"AWAJUN (AGUARUNA, AENTS)",5,PARO CARDIORESPIRATORIO,3
BY_ETHNICITY,2022,AYMARA,1,INSUFICIENCIA RESPIRATORIA AGUDA,257
BY_ETHNICITY,2022,AYMARA,2,INSUFICIENCIA RESPIRATORIA,158
BY_ETHNICITY,2022,AYMARA,3,FALLA MULTIORGANICA,92
BY_ETHNICITY,2022,AYMARA,4,PARO RESPIRATORIO,88
BY_ETHNICITY,2022,AYMARA,5,SEPSIS,63
BY_ETHNICITY,2022,CACATAIBO (UNI),1,ENCEFALOPATIA NEONATAL,1
BY_ETHNICITY,2022,CAHUAPANA,1,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,4
BY_ETHNICITY,2022,CAHUAPANA,2,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO LUGAR NO ESPECIFICADO,2
BY_ETHNICITY,2022,CAHUAPANA,3,ALZHEIMER,2
BY_ETHNICITY,2022,CAHUAPANA,4,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO COMERCIO Y ÁREA DE SERVICIOS,1
BY_ETHNICITY,2022,CAHUAPANA,5,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO OTRO LUGAR ESPECIFICADO,1
BY_ETHNICITY,2022,CAHUARANA (MOROCANO),1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2022,CANDOSHI - MURATO,1,INSUFICIENCIA RESPIIRATORIA AGUDA,1
BY_ETHNICITY,2022,CANDOSHI - MURATO,2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,CANDOSHI - MURATO,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2022,CAPANAHUA (JUNIKUIN),1,RECIEN NACIDO PREMATURO,1
BY_ETHNICITY,2022,CHANCAS,1,EDEMA CEREBRAL,10
BY_ETHNICITY,2022,CHANCAS,2,INFARTO AGUDO DE MIOCARDIO,4
BY_ETHNICITY,2022,CHANCAS,3,INSUFICIENCIA RESPIRATORIA AGUDA,4
BY_ETHNICITY,2022,CHANCAS,4,INSUFICIENCIA RESPIRATORIA,3
BY_ETHNICITY,2022,CHANCAS,5,PARO CARDIO RESPIRATORIO,2
BY_ETHNICITY,2022,CHAPRA,1,COAGULACIÓN INTRAVASCULAR DISEMINADA,1
BY_ETHNICITY,2022,CHAPRA,2,SEPSIS NO ESPECIFICADA,1
BY_ETHNICITY,2022,CHAPRA,3,SEPTICEMIA,1
BY_ETHNICITY,2022,CHITONAHUA,1,NEUMONIA GRAVE,1
BY_ETHNICITY,2022,CHOPCCAS,1,INSUFICIENCIA RESPIRATORIA AGUDA,10
BY_ETHNICITY,2022,CHOPCCAS,2,INFARTO AGUDO DEL MIOCARDIO SIN OTRAS ESPECIFICACIONES,5
BY_ETHNICITY,2022,CHOPCCAS,3,INFARTO AGUDO DE MIOCARDIO SIN OTRAS ESPECIFICACIONES,4
BY_ETHNICITY,2022,CHOPCCAS,4,MUERTE CARDIACA SUBITA,4
BY_ETHNICITY,2022,CHOPCCAS,5,CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS,2
BY_ETHNICITY,2022,COCAMA - COCAMILLA,1,CAUSA DE MUERTE DE ORIGEN DESCONOCIDO,2
BY_ETHNICITY,2022,COCAMA - COCAMILLA,2,FIBRILACION Y ALETEO AURICULAR,1
BY_ETHNICITY,2022,COCAMA - COCAMILLA,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2022,COCAMA - COCAMILLA,4,PACIENTE DE 85 AÑOS CON SEPSIS PROBLAME FOCO RESPIRATORIO POR SARS COV 2 VIRUS NO IDENTIFICADO VS NAC,1
BY_ETHNICITY,2022,COCAMA - COCAMILLA,5,PARO CARDCIO RESPIRATORIO,1
BY_ETHNICITY,2022,"ESE`EJA (""HUARAYO"")",1,ACIDOSIS METABÓLICA SEVERA,1
BY_ETHNICITY,2022,"ESE`EJA (""HUARAYO"")",2,CARCINOMA IN SITU DEL ESTÓMAGO,1
BY_ETHNICITY,2022,"ESE`EJA (""HUARAYO"")",3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,HARAKMBUT,1,ACCIDENTE DE TRANSITO,1
BY_ETHNICITY,2022,HARAKMBUT,2,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO COMERCIO Y ÁREA DE SERVICIOS,1
BY_ETHNICITY,2022,HARAKMBUT,3,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,1
BY_ETHNICITY,2022,HARAKMBUT,4,ANURISMA,1
BY_ETHNICITY,2022,HARAKMBUT,5,CHOQUE ANAFILÁCTICO DEBIDO A SUERO,1
BY_ETHNICITY,2022,HUACHIPAIRE,1,"TUMOR MALIGNO DEL LÓBULO SUPERIOR, BRONQUIO O PULMÓN",1
BY_ETHNICITY,2022,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",1,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO OTRO LUGAR ESPECIFICADO,1
BY_ETHNICITY,2022,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",2,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,1
BY_ETHNICITY,2022,"HUITOTO (INCLUYE MURUI, MENECA, MUNAINE)",3,CANCER CRONICO,1
BY_ETHNICITY,2022,JÍBARO,1,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,2
BY_ETHNICITY,2022,JÍBARO,2,COVID 19,1
BY_ETHNICITY,2022,JÍBARO,3,CÁNCER DE MAMA,1
BY_ETHNICITY,2022,JÍBARO,4,INFARTO AL CORAZON,1
BY_ETHNICITY,2022,JÍBARO,5,PARO CARDIARESPIRATORIO,1
BY_ETHNICITY,2022,LAMISTO,1,CHOQUE HIPOVOLEMICO,2
BY_ETHNICITY,2022,LAMISTO,2,CARDIPATIA CONGENITA,1
BY_ETHNICITY,2022,LAMISTO,3,CETOACIDOSIS DIABETICA,1
BY_ETHNICITY,2022,LAMISTO,4,CIRROSIS HEPATICA  ALCOHOLICA,1
BY_ETHNICITY,2022,LAMISTO,5,EDEMA CEREBRAL,1
BY_ETHNICITY,2022,MACHIGUENGA (MATSIGENKA),1,INSUFICIENCIA RESPIRATORIA AGUDA,4
BY_ETHNICITY,2022,MACHIGUENGA (MATSIGENKA),2,CHOQUE SEPTICO,2
BY_ETHNICITY,2022,MACHIGUENGA (MATSIGENKA),3,COLAPSO PULMONAR,2
BY_ETHNICITY,2022,MACHIGUENGA (MATSIGENKA),4,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2022,MACHIGUENGA (MATSIGENKA),5,"SEPSIS, NO ESPECIFICADA",2
BY_ETHNICITY,2022,"MASHCO - PIRO (""MASHCO"")",1,"SEPSIS, NO ESPECIFICADA	
",1
BY_ETHNICITY,2022,MAYORUNA (MATS?),1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,MAYORUNA (MATS?),2,LACERACION ENCEFALICA,1
BY_ETHNICITY,2022,MAYORUNA (MATS?),3,LACERACION TRONCO ENCEFALICO,1
BY_ETHNICITY,2022,MAYORUNA (MATS?),4,"PARO CARDÍACO, NO ESPECIFICADO",1
BY_ETHNICITY,2022,MESTIZO,1,INSUFICIENCIA RESPIRATORIA AGUDA,23471
BY_ETHNICITY,2022,MESTIZO,2,INSUFICIENCIA RESPIRATORIA,14963
BY_ETHNICITY,2022,MESTIZO,3,INFARTO AGUDO DE MIOCARDIO,4841
BY_ETHNICITY,2022,MESTIZO,4,FALLA MULTIORGANICA,4317
BY_ETHNICITY,2022,MESTIZO,5,INFARTO AGUDO DEL MIOCARDIO,3677
BY_ETHNICITY,2022,MURUNAHUA,1,"	INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA",1
BY_ETHNICITY,2022,MURUNAHUA,2,ASFIXIA NEONATAL,1
BY_ETHNICITY,2022,MURUNAHUA,3,"CHOQUE, NO ESPECIFICADO	
",1
BY_ETHNICITY,2022,MURUNAHUA,4,CIRROSIS HEPATICA,1
BY_ETHNICITY,2022,NANTI,1,NEUMONIA NO ESPECIFICA,1
BY_ETHNICITY,2022,NOMATSIGUENGA,1,INSUFICIENCIA RESPIRATORIA AGUDA,5
BY_ETHNICITY,2022,NOMATSIGUENGA,2,BAJO PESO PARA LA EDAD GESTACIONAL,1
BY_ETHNICITY,2022,NOMATSIGUENGA,3,EDEMA CEREBRAL,1
BY_ETHNICITY,2022,NOMATSIGUENGA,4,HEMORRAGIA INTRA CEREBRAL,1
BY_ETHNICITY,2022,NOMATSIGUENGA,5,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,OMAGUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2022,OTROS GRUPOS INDIGENAS AMAZONICOS,1,INSUFICIENCIA RESPIRATORIA AGUDA,24
BY_ETHNICITY,2022,OTROS GRUPOS INDIGENAS AMAZONICOS,2,INSUFICIENCIA RESPIRATORIA,13
BY_ETHNICITY,2022,OTROS GRUPOS INDIGENAS AMAZONICOS,3,INSUFICIENCIA CARDIACA,12
BY_ETHNICITY,2022,OTROS GRUPOS INDIGENAS AMAZONICOS,4,SEPSIS,10
BY_ETHNICITY,2022,OTROS GRUPOS INDIGENAS AMAZONICOS,5,INFARTO AGUDO DE MIOCARDIO,6
BY_ETHNICITY,2022,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),1,FALLA MULTIORGANICA,11
BY_ETHNICITY,2022,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),2,PARO RESPIRATORIO,7
BY_ETHNICITY,2022,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),3,INSUFICIENCIA RESPIRATORIA AGUDA,6
BY_ETHNICITY,2022,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),4,PARO CARDIO-RESPIRATORIO,6
BY_ETHNICITY,2022,OTROS GRUPOS QUECHUAS DEL AREA ANDINA (II),5,SEPSIS NO ESPECIFICADA,5
BY_ETHNICITY,2022,PANO,1,ALCOHOL,1
BY_ETHNICITY,2022,PANO,2,CONTUSIÓN Y LACERACIÓN ENCEFÁLICA,1
BY_ETHNICITY,2022,PANO,3,COVID 19,1
BY_ETHNICITY,2022,PANO,4,DIABETES INSIPIDA,1
BY_ETHNICITY,2022,PANO,5,FIBROSIS PULMONAR,1
BY_ETHNICITY,2022,PEBA-YAGUA,1,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,1
BY_ETHNICITY,2022,PEBA-YAGUA,2,CANCER RECTAL,1
BY_ETHNICITY,2022,PEBA-YAGUA,3,CIRROSIS HEPATICA,1
BY_ETHNICITY,2022,PEBA-YAGUA,4,FALLA MULTIORGANICA,1
BY_ETHNICITY,2022,PEBA-YAGUA,5,MURIO TRAS COVID 19 EN USI,1
BY_ETHNICITY,2022,PUKIRIERI,1,ACCCIDENTE CEREBRO VASCULAR,1
BY_ETHNICITY,2022,PUKIRIERI,2,SEPSIS,1
BY_ETHNICITY,2022,Q'EROS,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,Q'EROS,2,NEUMONIA,1
BY_ETHNICITY,2022,QUECHUA,1,INSUFICIENCIA RESPIRATORIA AGUDA,675
BY_ETHNICITY,2022,QUECHUA,2,INSUFICIENCIA RESPIRATORIA,482
BY_ETHNICITY,2022,QUECHUA,3,PARO RESPIRATORIO,193
BY_ETHNICITY,2022,QUECHUA,4,SEPSIS,187
BY_ETHNICITY,2022,QUECHUA,5,PARO CARDIORESPIRATORIO,139
BY_ETHNICITY,2022,"QUICHUA - QUICHUA RUNA, KICHWA (I)",1,INSUFICIENCIA RESPIRATORIA AGUDA,17
BY_ETHNICITY,2022,"QUICHUA - QUICHUA RUNA, KICHWA (I)",2,FALLA MULTIORGANICA,9
BY_ETHNICITY,2022,"QUICHUA - QUICHUA RUNA, KICHWA (I)",3,INSUFICIENCIA RESPIRATORIA,8
BY_ETHNICITY,2022,"QUICHUA - QUICHUA RUNA, KICHWA (I)",4,PARO RESPIRATORIO,4
BY_ETHNICITY,2022,"QUICHUA - QUICHUA RUNA, KICHWA (I)",5,CHOQUE HIPOVOLÉMICO,3
BY_ETHNICITY,2022,RESIGARO,1,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,SAPITERI,1,"TUMOR MALIGNO DEL ESTÓMAGO, PARTE NO ESPECIFICADA	
",1
BY_ETHNICITY,2022,SHARANAHUA / MARINAHUA (ONIKOIN),1,SEPSIS PULMONAR,1
BY_ETHNICITY,2022,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",1,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2022,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",2,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2022,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",3,ACIDOSIS RESPIRATORIA,1
BY_ETHNICITY,2022,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",4,BRONQUIOLITIS,1
BY_ETHNICITY,2022,"SHAWI (CHAYAHUITA, KANPUNAN, KAMPU PIYAWI)",5,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2022,SHIPIBO - CONIBO - SHETEBO,1,SHOCK SEPTICO,3
BY_ETHNICITY,2022,SHIPIBO - CONIBO - SHETEBO,2,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2022,SHIPIBO - CONIBO - SHETEBO,3,INSUFICIENCIA RESPIRATORIA AGUDA,2
BY_ETHNICITY,2022,SHIPIBO - CONIBO - SHETEBO,4,NEUMONIA BACTERIANA NO ESPECIFICADA,2
BY_ETHNICITY,2022,SHIPIBO - CONIBO - SHETEBO,5,CHOQUE CARDIOGENICO,1
BY_ETHNICITY,2022,SIN CLASIFICACIÓN,1,INSUFICIENCIA RESPIRATORIA AGUDA,491
BY_ETHNICITY,2022,SIN CLASIFICACIÓN,2,FALLA MULTIORGANICA,471
BY_ETHNICITY,2022,SIN CLASIFICACIÓN,3,INSUFICIENCIA RESPIRATORIA,425
BY_ETHNICITY,2022,SIN CLASIFICACIÓN,4,INFARTO AGUDO DEL MIOCARDIO,130
BY_ETHNICITY,2022,SIN CLASIFICACIÓN,5,EDEMA CEREBRAL,112
BY_ETHNICITY,2022,TACANA,1,INFARTO CEREBRAL,1
BY_ETHNICITY,2022,TACANA,2,INFARTO DE MIOCARDIO AGUDO CIE 10 I21.9,1
BY_ETHNICITY,2022,TACANA,3,SEPSIS,1
BY_ETHNICITY,2022,TICUNA (DU?X?GU),1,COAGULACION INTRAVASCULAR DISEMINADA,1
BY_ETHNICITY,2022,TUPÍ-GUARANÍ,1,AGRESIÓN POR EMPUJÓN DESDE UN LUGAR ELEVADO VIVIENDA,1
BY_ETHNICITY,2022,URO,1,CANCER AL PENE,1
BY_ETHNICITY,2022,URO,2,CHOQUE DE TRANSITO,1
BY_ETHNICITY,2022,URO,3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2022,URO,4,INTOXICACION POR ORGANOFOSFORADOS,1
BY_ETHNICITY,2022,URO,5,SIDA AVANZADA,1
BY_ETHNICITY,2022,WAMPIS (HUAMBISA),1,INFECCION AGUDA DE LAS VIAS RESPIRATORIAS SUPERIORES NO ESPECIFICADA,1
BY_ETHNICITY,2022,WAMPIS (HUAMBISA),2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,WANCAS,1,CHOQUE,1
BY_ETHNICITY,2022,WANCAS,2,ENFERMEDAD RENAL,1
BY_ETHNICITY,2022,WANCAS,3,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,WANCAS,4,INSUFICIENCIA RESPIRATORIA SEVERA,1
BY_ETHNICITY,2022,WANCAS,5,SHOCK SEPTICO,1
BY_ETHNICITY,2022,"YAGUA (YAWA, NIHAMWO)",1,CIRROSIS HEPATICA,1
BY_ETHNICITY,2022,"YAGUA (YAWA, NIHAMWO)",2,LEUCEMIA LINFOBLASTICA AGUDA,1
BY_ETHNICITY,2022,"YAGUA (YAWA, NIHAMWO)",3,NEUMONIA,1
BY_ETHNICITY,2022,"YAGUA (YAWA, NIHAMWO)",4,TUMOR MALIGNO DE ESTOMAGO,1
BY_ETHNICITY,2022,YAMINAHUA,1,SEPTICEMIA,1
BY_ETHNICITY,2022,YAMINAHUA,2,SHOCK SEPTICO,1
BY_ETHNICITY,2022,"YANESHA (""AMUESHA"")",1,INSUFICIENCIA RESPIRATORIA AGUDA,4
BY_ETHNICITY,2022,"YANESHA (""AMUESHA"")",2,INSUFICIENCIA RESPIRATORIA NO ESPECIFICADA,2
BY_ETHNICITY,2022,"YANESHA (""AMUESHA"")",3,ENCEFALITIS,1
BY_ETHNICITY,2022,"YANESHA (""AMUESHA"")",4,INSUFICICENCIA RESPIRATORIA,1
BY_ETHNICITY,2022,"YANESHA (""AMUESHA"")",5,MUERTE CARDIACA SUBITA ASI DESCRITA,1
BY_ETHNICITY,2022,"YINE - YAMI (""PIRO"")",1,SEPTICEMIA NO ESPECIFICADA,2
BY_ETHNICITY,2022,"YINE - YAMI (""PIRO"")",2,AHOGAMIENTO Y SUMERCION RELACIONADO CON EL TRANSPORTE POR AGUA SIN ACCIDENTE A LA EMBARCACION OTRO VEHICULO ACUATICO CON MOTOR,1
BY_ETHNICITY,2022,"YINE - YAMI (""PIRO"")",3,ASFIXIA,1
BY_ETHNICITY,2022,"YINE - YAMI (""PIRO"")",4,INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES,1
BY_ETHNICITY,2022,"YINE - YAMI (""PIRO"")",5,SEPSIS NO ESPECIFICADA,1
BY_ETHNICITY,2022,"YORA (""NAHUA"", ""PARQUENAHUA"")",1,INSUFICIENCIA RESPIRTORIA AGUDA,1
BY_ETHNICITY,2022,"YORA (""NAHUA"", ""PARQUENAHUA"")",2,OTRAS CIRROSIS DEL HIGADO Y LAS NO ESPECIFICADAS,1
BY_ETHNICITY,2023,"ACHUAR , ACHUAL",1,FALLA ORGANICA MULTIPLE,1
BY_ETHNICITY,2023,"ACHUAR , ACHUAL",2,INSUFICIENCIA RESPIRATORIA,1
BY_ETHNICITY,2023,"ACHUAR , ACHUAL",3,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,"ACHUAR , ACHUAL",4,"INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA",1
BY_ETHNICITY,2023,"ACHUAR , ACHUAL",5,"SEPSIS, NO ESPECIFICADA",1
BY_ETHNICITY,2023,AFRO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA,23
BY_ETHNICITY,2023,AFRO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA AGUDA,21
BY_ETHNICITY,2023,AFRO DESCENDIENTE,3,DIABETES MELLITUS,7
BY_ETHNICITY,2023,AFRO DESCENDIENTE,4,HIPERTENSION ARTERIAL,7
BY_ETHNICITY,2023,AFRO DESCENDIENTE,5,INFARTO AGUDO DEL MIOCARDIO,7
BY_ETHNICITY,2023,ASHANINKA,1,INSUFICIENCIA RESPIRATORIA AGUDA,22
BY_ETHNICITY,2023,ASHANINKA,2,INSUFICIENCIA RESPIRATORIA,14
BY_ETHNICITY,2023,ASHANINKA,3,SEPSIS NO ESPECIFICADA,12
BY_ETHNICITY,2023,ASHANINKA,4,AHOGAMIENTO Y SUMERSION POSTERIOR A CAIDA EN AGUAS NATURALES LUGAR NO ESPECIFICADO,3
BY_ETHNICITY,2023,ASHANINKA,5,SEPSIS,3
BY_ETHNICITY,2023,ASHENINKA,1,EDEMA CEREBRAL,1
BY_ETHNICITY,2023,ASHENINKA,2,HEMORRAGIA INTRACRANEAL,1
BY_ETHNICITY,2023,ASHENINKA,3,"SEPSIS, NO ESPECIFICADA",1
BY_ETHNICITY,2023,ASIATICO DESCENDIENTE,1,INSUFICIENCIA RESPIRATORIA,32
BY_ETHNICITY,2023,ASIATICO DESCENDIENTE,2,INSUFICIENCIA RESPIRATORIA AGUDA,21
BY_ETHNICITY,2023,ASIATICO DESCENDIENTE,3,INFARTO AGUDO DEL MIOCARDIO,15
BY_ETHNICITY,2023,ASIATICO DESCENDIENTE,4,FALLA MULTIORGANICA,7
BY_ETHNICITY,2023,ASIATICO DESCENDIENTE,5,SHOCK SEPTICO,5
BY_ETHNICITY,2023,"AWAJUN (AGUARUNA, AENTS)",1,INSUFICIENCIA RESPIRATORIA AGUDA,3
BY_ETHNICITY,2023,"AWAJUN (AGUARUNA, AENTS)",2,INSUFICIENCIA RESPIRATORIA,2
BY_ETHNICITY,2023,"AWAJUN (AGUARUNA, AENTS)",3,CAQUEXIA,1
BY_ETHNICITY,2023,"AWAJUN (AGUARUNA, AENTS)",4,"CHOQUE SÉPTICO	
",1
BY_ETHNICITY,2023,"AWAJUN (AGUARUNA, AENTS)",5,ENFERMEDAD POR VIRUS DE INMUNODEFICIENCIA HUMANA VIH,1
BY_ETHNICITY,2023,AYMARA,1,INSUFICIENCIA RESPIRATORIA AGUDA,151
BY_ETHNICITY,2023,AYMARA,2,INSUFICIENCIA RESPIRATORIA,78
BY_ETHNICITY,2023,AYMARA,3,EDEMA CEREBRAL,42
BY_ETHNICITY,2023,AYMARA,4,SEPSIS,42
BY_ETHNICITY,2023,AYMARA,5,FALLA MULTIORGANICA,38
BY_ETHNICITY,2023,CAHUAPANA,1,MUERTE CARDIACA SUBITA,1
BY_ETHNICITY,2023,CAPANAHUA (JUNIKUIN),1,INSUFICIENCIA RESPIRATORIA AGUDA,1
BY_ETHNICITY,2023,CHANCAS,1,INSUFICIENCIA RESPIRATORIA,5
BY_ETHNICITY,2023,CHANCAS,2,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACIÓN,3
BY_ETHNICITY,2023,CHANCAS,3,CANCER DE PANCREAS,1
BY_ETHNICITY,2023,CHANCAS,4,CHOQUE SEPTICO PP ABDOMINAL,1
BY_ETHNICITY,2023,CHANCAS,5,DEGENERACIÓN DE SISTEMAS MÚLTIPLES,1
BY_ETHNICITY,2023,CHOPCCAS,1,INSUFICIENCIA RESPIRATORIA AGUDA,7
BY_ETHNICITY,2023,CHOPCCAS,2,INFARTO AGUDO DEL MIOCARDIO SIN OTRA ESPECIFICACION,2
BY_ETHNICITY,2023,CHOPCCAS,3,ASFIXIA,1
BY_ETHNICITY,2023,CHOPCCAS,4,CHOQUE HIPOVOLEMICO,1
BY_ETHNICITY,2023,CHOPCCAS,5,ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA NO ESPECIFICADA,1
